Country,Sector,Type,Year,Pollution
European Union - 28 countries (2013-2020),Agriculture,Methane (CO2 equivalent),2015,10953.41
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Methane (CO2 equivalent),2015,10960.11
Finland,Agriculture,Methane (CO2 equivalent),2015,181.86
France,Agriculture,Methane (CO2 equivalent),2015,2175.86
Croatia,Agriculture,Methane (CO2 equivalent),2015,69.34
Hungary,Agriculture,Methane (CO2 equivalent),2015,202.83
Ireland,Agriculture,Methane (CO2 equivalent),2015,465.41
Iceland,Agriculture,Methane (CO2 equivalent),2015,3.48
Italy,Agriculture,Methane (CO2 equivalent),2015,458.3
Lithuania,Agriculture,Methane (CO2 equivalent),2015,37.23
Luxembourg,Agriculture,Methane (CO2 equivalent),2015,11.25
Latvia,Agriculture,Methane (CO2 equivalent),2015,26.15
Netherlands,Agriculture,Methane (CO2 equivalent),2015,134.65
Norway,Agriculture,Methane (CO2 equivalent),2015,89.89
Poland,Agriculture,Methane (CO2 equivalent),2015,1108.98
Portugal,Agriculture,Methane (CO2 equivalent),2015,64.23
Romania,Agriculture,Methane (CO2 equivalent),2015,94.34
Sweden,Agriculture,Methane (CO2 equivalent),2015,124.48
Slovenia,Agriculture,Methane (CO2 equivalent),2015,24.26
Slovakia,Agriculture,Methane (CO2 equivalent),2015,85.43
Turkey,Agriculture,Methane (CO2 equivalent),2015,810.59
United Kingdom,Agriculture,Methane (CO2 equivalent),2015,1259.84
Austria,Total,Methane (CO2 equivalent),2015,62040.15
Belgium,Total,Methane (CO2 equivalent),2015,99142.28
Bulgaria,Total,Methane (CO2 equivalent),2015,38568.19
Switzerland,Total,Methane (CO2 equivalent),2015,36542.3
Cyprus,Total,Methane (CO2 equivalent),2015,6544.87
Czechia,Total,Methane (CO2 equivalent),2015,98264.9
Germany,Total,Methane (CO2 equivalent),2015,773017.97
Denmark,Total,Methane (CO2 equivalent),2015,35864.89
Estonia,Total,Methane (CO2 equivalent),2015,12868.53
Greece,Total,Methane (CO2 equivalent),2015,71215.57
Spain,Total,Methane (CO2 equivalent),2015,232425.31
European Union - 27 countries (from 2020),Total,Methane (CO2 equivalent),2015,2783680.31
European Union - 28 countries (2013-2020),Total,Methane (CO2 equivalent),2015,3202366.15
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Methane (CO2 equivalent),2015,3214235.05
Finland,Total,Methane (CO2 equivalent),2015,23418.25
France,Total,Methane (CO2 equivalent),2015,304387.69
Croatia,Total,Methane (CO2 equivalent),2015,12227.54
Hungary,Total,Methane (CO2 equivalent),2015,40666.79
Ireland,Total,Methane (CO2 equivalent),2015,43401.06
Iceland,Total,Methane (CO2 equivalent),2015,9341.89
Italy,Total,Methane (CO2 equivalent),2015,317028.41
Lithuania,Total,Methane (CO2 equivalent),2015,5265.6
Luxembourg,Total,Methane (CO2 equivalent),2015,8914.86
Latvia,Total,Methane (CO2 equivalent),2015,6234.79
Malta,Total,Methane (CO2 equivalent),2015,1742.28
Netherlands,Total,Methane (CO2 equivalent),2015,169467.65
Norway,Total,Methane (CO2 equivalent),2015,30808.54
Poland,Total,Methane (CO2 equivalent),2015,282180.49
Portugal,Total,Methane (CO2 equivalent),2015,43196.75
Romania,Total,Methane (CO2 equivalent),2015,46548.03
Sweden,Total,Methane (CO2 equivalent),2015,7082.46
Slovenia,Total,Methane (CO2 equivalent),2015,14175.45
Slovakia,Total,Methane (CO2 equivalent),2015,27789.55
Turkey,Total,Methane (CO2 equivalent),2015,283995.97
United Kingdom,Total,Methane (CO2 equivalent),2015,418685.84
Austria,Fuel combustion in transport,Greenhouse gases,2015,22725.96
Belgium,Fuel combustion in transport,Greenhouse gases,2015,26898.9
Bulgaria,Fuel combustion in transport,Greenhouse gases,2015,9338.23
Switzerland,Fuel combustion in transport,Greenhouse gases,2015,15343.16
Cyprus,Fuel combustion in transport,Greenhouse gases,2015,1931.63
Czechia,Fuel combustion in transport,Greenhouse gases,2015,17539.08
Germany,Fuel combustion in transport,Greenhouse gases,2015,163003.15
Denmark,Fuel combustion in transport,Greenhouse gases,2015,12730.72
Estonia,Fuel combustion in transport,Greenhouse gases,2015,2326.54
Greece,Fuel combustion in transport,Greenhouse gases,2015,17099.8
Spain,Fuel combustion in transport,Greenhouse gases,2015,83491.62
European Union - 27 countries (from 2020),Fuel combustion in transport,Greenhouse gases,2015,793681.72
European Union - 28 countries (2013-2020),Fuel combustion in transport,Greenhouse gases,2015,914774.15
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Greenhouse gases,2015,916415.9
Finland,Fuel combustion in transport,Greenhouse gases,2015,10857.81
France,Fuel combustion in transport,Greenhouse gases,2015,133561.3
Croatia,Fuel combustion in transport,Greenhouse gases,2015,5957.01
Hungary,Fuel combustion in transport,Greenhouse gases,2015,12226.41
Ireland,Fuel combustion in transport,Greenhouse gases,2015,11833.68
Iceland,Fuel combustion in transport,Greenhouse gases,2015,867.8
Italy,Fuel combustion in transport,Greenhouse gases,2015,106259.83
Lithuania,Fuel combustion in transport,Greenhouse gases,2015,5090.72
Luxembourg,Fuel combustion in transport,Greenhouse gases,2015,5703.77
Latvia,Fuel combustion in transport,Greenhouse gases,2015,3149.93
Malta,Fuel combustion in transport,Greenhouse gases,2015,659.63
Netherlands,Fuel combustion in transport,Greenhouse gases,2015,30364.71
Norway,Fuel combustion in transport,Greenhouse gases,2015,14440.75
Poland,Fuel combustion in transport,Greenhouse gases,2015,48017.23
Portugal,Fuel combustion in transport,Greenhouse gases,2015,16389.25
Romania,Fuel combustion in transport,Greenhouse gases,2015,15713.69
Sweden,Fuel combustion in transport,Greenhouse gases,2015,18216.62
Slovenia,Fuel combustion in transport,Greenhouse gases,2015,5360.38
Slovakia,Fuel combustion in transport,Greenhouse gases,2015,7234.12
Turkey,Fuel combustion in transport,Greenhouse gases,2015,75797.66
United Kingdom,Fuel combustion in transport,Greenhouse gases,2015,121092.43
Austria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,935.75
Belgium,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,2211.92
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,515.93
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,610.66
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,82.97
Czechia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1227.71
Germany,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,6119.47
Denmark,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1623.29
Estonia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,365.05
Greece,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,554.17
Spain,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,11502.05
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,74290.43
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,79133.57
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,80149.28
Finland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1436.38
France,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,11920.42
Croatia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,700.87
Hungary,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1370.97
Ireland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,580.05
Iceland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,624.2
Italy,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,7687.93
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,211.71
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,24.19
Latvia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,428.14
Malta,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,9.61
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,9925.71
Norway,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,794.1
Poland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,10362.04
Portugal,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1193.42
Romania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1215.11
Sweden,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,1397.96
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,243.51
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,444.11
Turkey,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,9817.4
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2015,4843.14
Austria,Refrigeration and air conditioning,Greenhouse gases,2015,1621.7
Belgium,Refrigeration and air conditioning,Greenhouse gases,2015,2746.31
Bulgaria,Refrigeration and air conditioning,Greenhouse gases,2015,1181.66
Switzerland,Refrigeration and air conditioning,Greenhouse gases,2015,1437.76
Cyprus,Refrigeration and air conditioning,Greenhouse gases,2015,271.3
Czechia,Refrigeration and air conditioning,Greenhouse gases,2015,3272.02
Germany,Refrigeration and air conditioning,Greenhouse gases,2015,9760.56
Denmark,Refrigeration and air conditioning,Greenhouse gases,2015,438.83
Estonia,Refrigeration and air conditioning,Greenhouse gases,2015,214.86
Greece,Refrigeration and air conditioning,Greenhouse gases,2015,5670.65
Spain,Refrigeration and air conditioning,Greenhouse gases,2015,8624.48
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Greenhouse gases,2015,82391.18
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Greenhouse gases,2015,93325.99
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Greenhouse gases,2015,93594.94
Finland,Refrigeration and air conditioning,Greenhouse gases,2015,1258.34
France,Refrigeration and air conditioning,Greenhouse gases,2015,15625.02
Croatia,Refrigeration and air conditioning,Greenhouse gases,2015,517.35
Hungary,Refrigeration and air conditioning,Greenhouse gases,2015,1644.21
Ireland,Refrigeration and air conditioning,Greenhouse gases,2015,1018.65
Iceland,Refrigeration and air conditioning,Greenhouse gases,2015,178.8
Italy,Refrigeration and air conditioning,Greenhouse gases,2015,12971.73
Lithuania,Refrigeration and air conditioning,Greenhouse gases,2015,536.22
Luxembourg,Refrigeration and air conditioning,Greenhouse gases,2015,60.4
Latvia,Refrigeration and air conditioning,Greenhouse gases,2015,245.33
Malta,Refrigeration and air conditioning,Greenhouse gases,2015,246.13
Netherlands,Refrigeration and air conditioning,Greenhouse gases,2015,1477.64
Norway,Refrigeration and air conditioning,Greenhouse gases,2015,917.3
Poland,Refrigeration and air conditioning,Greenhouse gases,2015,6553.06
Portugal,Refrigeration and air conditioning,Greenhouse gases,2015,2728.73
Romania,Refrigeration and air conditioning,Greenhouse gases,2015,1599.98
Sweden,Refrigeration and air conditioning,Greenhouse gases,2015,1067.5
Slovenia,Refrigeration and air conditioning,Greenhouse gases,2015,336.13
Slovakia,Refrigeration and air conditioning,Greenhouse gases,2015,702.4
United Kingdom,Refrigeration and air conditioning,Greenhouse gases,2015,10934.81
Austria,Agriculture,Greenhouse gases,2015,7274.0
Belgium,Agriculture,Greenhouse gases,2015,9567.24
Bulgaria,Agriculture,Greenhouse gases,2015,6089.34
Switzerland,Agriculture,Greenhouse gases,2015,6046.47
Cyprus,Agriculture,Greenhouse gases,2015,456.13
Czechia,Agriculture,Greenhouse gases,2015,8741.21
Germany,Agriculture,Greenhouse gases,2015,66075.15
Denmark,Agriculture,Greenhouse gases,2015,10793.63
Estonia,Agriculture,Greenhouse gases,2015,1433.83
Greece,Agriculture,Greenhouse gases,2015,7826.86
Spain,Agriculture,Greenhouse gases,2015,36665.62
European Union - 27 countries (from 2020),Agriculture,Greenhouse gases,2015,390318.89
European Union - 28 countries (2013-2020),Agriculture,Greenhouse gases,2015,432006.72
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Greenhouse gases,2015,432983.71
Finland,Agriculture,Greenhouse gases,2015,6572.28
France,Agriculture,Greenhouse gases,2015,76371.52
Croatia,Agriculture,Greenhouse gases,2015,2689.85
Hungary,Agriculture,Greenhouse gases,2015,6787.64
Ireland,Agriculture,Greenhouse gases,2015,19410.89
Iceland,Agriculture,Greenhouse gases,2015,652.57
Italy,Agriculture,Greenhouse gases,2015,29562.75
Lithuania,Agriculture,Greenhouse gases,2015,4529.99
Luxembourg,Agriculture,Greenhouse gases,2015,695.76
Latvia,Agriculture,Greenhouse gases,2015,2159.01
Malta,Agriculture,Greenhouse gases,2015,78.22
Netherlands,Agriculture,Greenhouse gases,2015,18231.24
Norway,Agriculture,Greenhouse gases,2015,4490.91
Poland,Agriculture,Greenhouse gases,2015,31968.97
Portugal,Agriculture,Greenhouse gases,2015,6601.2
Romania,Agriculture,Greenhouse gases,2015,18404.07
Sweden,Agriculture,Greenhouse gases,2015,6920.44
Slovenia,Agriculture,Greenhouse gases,2015,1714.36
Slovakia,Agriculture,Greenhouse gases,2015,2697.69
Turkey,Agriculture,Greenhouse gases,2015,56133.27
United Kingdom,Agriculture,Greenhouse gases,2015,41687.83
Austria,Total,Greenhouse gases,2015,74299.62
Belgium,Total,Greenhouse gases,2015,117151.08
Bulgaria,Total,Greenhouse gases,2015,52014.58
Switzerland,Total,Greenhouse gases,2015,46289.09
Cyprus,Total,Greenhouse gases,2015,7911.46
Czechia,Total,Greenhouse gases,2015,121428.17
Germany,Total,Greenhouse gases,2015,884945.96
Denmark,Total,Greenhouse gases,2015,49245.89
Estonia,Total,Greenhouse gases,2015,15513.35
Greece,Total,Greenhouse gases,2015,91744.79
Spain,Total,Greenhouse gases,2015,298248.54
European Union - 27 countries (from 2020),Total,Greenhouse gases,2015,3523597.95
European Union - 28 countries (2013-2020),Total,Greenhouse gases,2015,4034538.01
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Greenhouse gases,2015,4051648.85
Finland,Total,Greenhouse gases,2015,37196.24
France,Total,Greenhouse gases,2015,426500.43
Croatia,Total,Greenhouse gases,2015,18467.0
Hungary,Total,Greenhouse gases,2015,55643.94
Ireland,Total,Greenhouse gases,2015,66010.23
Iceland,Total,Greenhouse gases,2015,13966.17
Italy,Total,Greenhouse gases,2015,396754.37
Lithuania,Total,Greenhouse gases,2015,12384.7
Luxembourg,Total,Greenhouse gases,2015,9904.34
Latvia,Total,Greenhouse gases,2015,10932.37
Malta,Total,Greenhouse gases,2015,2221.9
Netherlands,Total,Greenhouse gases,2015,198078.36
Norway,Total,Greenhouse gases,2015,40046.14
Poland,Total,Greenhouse gases,2015,361598.53
Portugal,Total,Greenhouse gases,2015,59026.09
Romania,Total,Greenhouse gases,2015,85751.93
Sweden,Total,Greenhouse gases,2015,19121.18
Slovenia,Total,Greenhouse gases,2015,17350.77
Slovakia,Total,Greenhouse gases,2015,34152.15
Turkey,Total,Greenhouse gases,2015,376070.35
United Kingdom,Total,Greenhouse gases,2015,510940.06
Austria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1621.7
Belgium,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,2746.31
Bulgaria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1181.63
Switzerland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1434.22
Cyprus,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,271.3
Czechia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,3270.32
Germany,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,9752.45
Denmark,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,438.81
Estonia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,214.86
Greece,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,5617.01
Spain,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,8122.33
European Union - 27 countries (from 2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,81804.93
European Union - 28 countries (2013-2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,92739.75
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,93008.69
Finland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1256.8
France,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,15625.02
Croatia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,517.35
Hungary,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1640.04
Ireland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1018.65
Iceland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,178.79
Italy,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,12971.73
Lithuania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,536.22
Luxembourg,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,60.4
Latvia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,245.33
Malta,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,246.13
Netherlands,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1477.64
Norway,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,917.26
Poland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,6553.06
Portugal,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,2714.77
Romania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1599.98
Sweden,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,1066.57
Slovenia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,336.13
Slovakia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,702.4
United Kingdom,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2015,10934.81
Austria,Total, Hydrofluorocarbones (CO2 equivalent),2015,1680.79
Belgium,Total, Hydrofluorocarbones (CO2 equivalent),2015,4037.25
Bulgaria,Total, Hydrofluorocarbones (CO2 equivalent),2015,1222.08
Switzerland,Total, Hydrofluorocarbones (CO2 equivalent),2015,1510.88
Cyprus,Total, Hydrofluorocarbones (CO2 equivalent),2015,286.38
Czechia,Total, Hydrofluorocarbones (CO2 equivalent),2015,3304.99
Germany,Total, Hydrofluorocarbones (CO2 equivalent),2015,11377.72
Denmark,Total, Hydrofluorocarbones (CO2 equivalent),2015,467.05
Estonia,Total, Hydrofluorocarbones (CO2 equivalent),2015,223.21
Greece,Total, Hydrofluorocarbones (CO2 equivalent),2015,5999.84
Spain,Total, Hydrofluorocarbones (CO2 equivalent),2015,8621.72
European Union - 27 countries (from 2020),Total, Hydrofluorocarbones (CO2 equivalent),2015,92190.7
European Union - 28 countries (2013-2020),Total, Hydrofluorocarbones (CO2 equivalent),2015,105775.31
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total, Hydrofluorocarbones (CO2 equivalent),2015,106058.22
Finland,Total, Hydrofluorocarbones (CO2 equivalent),2015,1324.76
France,Total, Hydrofluorocarbones (CO2 equivalent),2015,18314.21
Croatia,Total, Hydrofluorocarbones (CO2 equivalent),2015,533.64
Hungary,Total, Hydrofluorocarbones (CO2 equivalent),2015,1821.31
Ireland,Total, Hydrofluorocarbones (CO2 equivalent),2015,1169.49
Iceland,Total, Hydrofluorocarbones (CO2 equivalent),2015,179.65
Italy,Total, Hydrofluorocarbones (CO2 equivalent),2015,15387.24
Lithuania,Total, Hydrofluorocarbones (CO2 equivalent),2015,567.75
Luxembourg,Total, Hydrofluorocarbones (CO2 equivalent),2015,66.73
Latvia,Total, Hydrofluorocarbones (CO2 equivalent),2015,254.52
Malta,Total, Hydrofluorocarbones (CO2 equivalent),2015,251.27
Netherlands,Total, Hydrofluorocarbones (CO2 equivalent),2015,1801.17
Norway,Total, Hydrofluorocarbones (CO2 equivalent),2015,965.97
Poland,Total, Hydrofluorocarbones (CO2 equivalent),2015,6832.02
Portugal,Total, Hydrofluorocarbones (CO2 equivalent),2015,2807.61
Romania,Total, Hydrofluorocarbones (CO2 equivalent),2015,1638.48
Sweden,Total, Hydrofluorocarbones (CO2 equivalent),2015,1121.34
Slovenia,Total, Hydrofluorocarbones (CO2 equivalent),2015,343.24
Slovakia,Total, Hydrofluorocarbones (CO2 equivalent),2015,734.88
Turkey,Total, Hydrofluorocarbones (CO2 equivalent),2015,4802.87
United Kingdom,Total, Hydrofluorocarbones (CO2 equivalent),2015,13584.61
Denmark,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Spain,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,495.26
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,495.26
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,495.26
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,495.26
Finland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,
Hungary,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Ireland,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Lithuania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Romania,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Sweden,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Slovakia,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
United Kingdom,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2015,0.0
Germany,Total,Hydrofluorocarbones and perfluorocarbones -,2015,245.1
Spain,Total,Hydrofluorocarbones and perfluorocarbones -,2015,495.26
European Union - 27 countries (from 2020),Total,Hydrofluorocarbones and perfluorocarbones -,2015,765.33
European Union - 28 countries (2013-2020),Total,Hydrofluorocarbones and perfluorocarbones -,2015,765.33
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Hydrofluorocarbones and perfluorocarbones -,2015,765.33
Italy,Total,Hydrofluorocarbones and perfluorocarbones -,2015,24.97
Austria,Fuel combustion in transport,Nitrous oxide,2015,0.78
Belgium,Fuel combustion in transport,Nitrous oxide,2015,0.97
Bulgaria,Fuel combustion in transport,Nitrous oxide,2015,0.43
Switzerland,Fuel combustion in transport,Nitrous oxide,2015,0.37
Cyprus,Fuel combustion in transport,Nitrous oxide,2015,0.06
Czechia,Fuel combustion in transport,Nitrous oxide,2015,0.62
Germany,Fuel combustion in transport,Nitrous oxide,2015,5.18
Denmark,Fuel combustion in transport,Nitrous oxide,2015,0.45
Estonia,Fuel combustion in transport,Nitrous oxide,2015,0.09
Greece,Fuel combustion in transport,Nitrous oxide,2015,0.72
Spain,Fuel combustion in transport,Nitrous oxide,2015,2.84
European Union - 27 countries (from 2020),Fuel combustion in transport,Nitrous oxide,2015,26.33
European Union - 28 countries (2013-2020),Fuel combustion in transport,Nitrous oxide,2015,30.13
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Nitrous oxide,2015,30.18
Finland,Fuel combustion in transport,Nitrous oxide,2015,0.27
France,Fuel combustion in transport,Nitrous oxide,2015,4.39
Croatia,Fuel combustion in transport,Nitrous oxide,2015,0.19
Hungary,Fuel combustion in transport,Nitrous oxide,2015,0.45
Ireland,Fuel combustion in transport,Nitrous oxide,2015,0.43
Iceland,Fuel combustion in transport,Nitrous oxide,2015,0.03
Italy,Fuel combustion in transport,Nitrous oxide,2015,3.33
Lithuania,Fuel combustion in transport,Nitrous oxide,2015,0.19
Luxembourg,Fuel combustion in transport,Nitrous oxide,2015,0.19
Latvia,Fuel combustion in transport,Nitrous oxide,2015,0.16
Malta,Fuel combustion in transport,Nitrous oxide,2015,0.02
Netherlands,Fuel combustion in transport,Nitrous oxide,2015,0.86
Norway,Fuel combustion in transport,Nitrous oxide,2015,0.38
Poland,Fuel combustion in transport,Nitrous oxide,2015,1.5
Portugal,Fuel combustion in transport,Nitrous oxide,2015,0.52
Romania,Fuel combustion in transport,Nitrous oxide,2015,0.65
Sweden,Fuel combustion in transport,Nitrous oxide,2015,0.54
Slovenia,Fuel combustion in transport,Nitrous oxide,2015,0.2
Slovakia,Fuel combustion in transport,Nitrous oxide,2015,0.28
Turkey,Fuel combustion in transport,Nitrous oxide,2015,3.9
United Kingdom,Fuel combustion in transport,Nitrous oxide,2015,3.81
Austria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.19
Belgium,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.13
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.15
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.02
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.0
Czechia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.07
Germany,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.23
Denmark,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.07
Estonia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.12
Greece,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.15
Spain,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.41
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,10.97
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,11.18
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,11.21
Finland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.04
France,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,3.57
Croatia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.22
Hungary,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.05
Ireland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.17
Iceland,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.02
Italy,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,2.33
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.04
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.0
Latvia,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.12
Malta,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.0
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Nitrous oxide,2015,0.05
